sentence,txtCheat,cheat,cheating,betray,betrayal,lie,lying,affair,unfaithful,infidelity,deception,dishonesty,adultery,trust,secrets,manipulation,hidden,suspicion,guilt
"Kazu attacks a bar in Kabukicho, a Tokyo red-light district, and flees to his hometown with abducts Machiko, a pole dancer he's been stuck on. They begin living together, but their happiness is short lived as their pasts torment them both.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Even after being warned about the danger, a top fashion team plans a murder mystery film shoot at a secluded spooky castle. Alas, nobody in the crew likes or trusts each other. Is it just a coincidence that real murders are taking place just as in the script or was it all planned?? Only the script writer could tell but. – unfortunately he too commits suicide on this cursed night",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"In jail for swindling millions, a charming accountant tries to convince his fiancée that he's working abroad - while outwitting his vengeful ex-boss.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Pag-puti ng Uwak, Pag-itim ng Tagak"" is a pulsating love story that recaptures the nostalgic fifties, the exciting era of mass hysteria, and the golden years of the rock and roll fever inflicted by screaming, wiggling hip-shaking foreign pop idols dominated by Elvis Presley, Bill Haley, Little Richard, Pat Boone, Doris Day and the Platters. It is more than a love story. It is also a commentary - a satire rich with humor injected into a moral, psychological, sociological, and cultural aspect, outlook, and values of the said bygone era. It is a poignant rich-girl-meets poor boy love story of Julie Monserat and Candido Ventura - two love-struck starry eyed youths who fought for their right to love each other, here is a story that touches social conflict - the perennial clashes and discrimination between the rich and the poor.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"William Poster writes a gossip column for the Morning Gazette. He will write about anyone and everyone as long as he gets the credit. He gets most of his information from his showgirl gal-pal, Peggy.  Eventually Bill's reckless tattling gets him in deep trouble with friends and enemies, putting his career and life in jeopardy.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Two strangers meet in South Korea, each on a vacation.  When he misses his tour bus, he asks a woman if he can hang out with her for a few days.  They have fun together, but never tell each other their names.  So when the trip is over they don't know how to contact each other.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Katharina and Elena are best friends. After a year of training in Canada Elena has now returned to Bavaria - with her Canadian fiancé Tom. Elena's father would rather be marrying down-to-earth Markus. But he is with Katharina. But then Katharina and Tom fall in love.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"When wistful introvert Alan Furnace meets quick-witted bombshell Beatrice, he has no idea of her secret life as ""B. Monkey"" -- the top thief-for-hire in London's criminal underworld. Charmed by Furnace's innocent and chivalrous ways, Beatrice resolves to reform. But to cash in on her first chance at real love, she must escape her former partner in crime, the ruthless Paul Neville -- and a dark past that seems to haunt her every step.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sofia and Eleni and Petros and Alexandros and Despina and Daphne. Familiar, people-next-door types with their obsessions, weaknesses, hang-ups. People who make the daily rounds in search of communication. Sofia, fragile and with no defenses, searches for the scent of life. Eleni tries to combine career and child, making the mistakes she blames her mother Despina for making. Alexandros, a full-fledged adolescent strives to be loved. Petros goes after lost relationships. Characters and the absences of characters. Relationships that are articulated and disarticulated. Through tender glances and open wounds. With an invitation open to all as an antidote. One that we have extended dozens of times while we wait and hope. So... let's go for an ouzo.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bentzi, Momo, and Yuda'leh are three teenage boys growing up in 1950's Israel, which is not much different from 1950's America if you believe what you see in the film. Of course they are obsessed with one thing - sex. Bentzi is interested in the beautiful Nili, but she prefers his friend Momo.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A kind hearted merchant found shelter from a storm in an enchanted palace. He becomes imprisoned for picking a single flower for his youngest daughter Beauty. When his horse returned home alone, Beauty set out to finer her father, but what awaited her was a heart that matched her own.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Richness, severity and pureness of love is beautifully and sentimentally depicted.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alexander is 30 years old and has never been in love - or has never been in love. He then sees in Paula, a theater actress, the possibility of sharing a future with someone.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A love-starved soldier stationed at an Arctic base wins a furlough in Paris, but a pretty, no-nonsense military psychologist is ordered to accompany him as chaperone to keep him out of trouble.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The story of Annie Batungbakal, who dances in a disco bar.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A mixed media piece that looks at the relationship between artist and creation, along with unique retellings of queer characters in myths.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Thirty-something Isabelle spends her time going from her tiny, solitary West Side apartment to that of her grandmother on the Lower East Side. While her grandmother plots to find her a romantic match, Isabelle is courted by a married, worldly author, Anton, yet can't seem to shake the down-to-earth appeal of Sam, a pickle vendor.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mi-jung wakes up a different gender every morning. She's Nam Mi-jung when she's a man and Yeo Mi-jung when she's a woman. Her friend Jin-soo is in love with Yeo Mi-jung. She also has a girlfriend named Eun-seo. A ridiculous love story takes place between these four people.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Molly and Bee, sweet young 'working girls,' live in a cheap room over a New York grocery store. Molly's idol, wealthy Jack Cromwell, lives in a Long Island mansion but is markedly less happy, since his fiancée Jane won't discourage her other admirers. Fleeing in his car, Jack ends up in an urban block party where he meets you-know-who.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A man grieving the loss of his fiancée discovers a diary she kept that details a side of her he never knew. In an effort to understand, he reaches out in an unusual way by placing an ad asking for women’s diaries and hearing their stories.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Young Giannis escapes from prison and hides in a deserted factory, with the dream of traveling far away. At the factory, a group of university students rehearse Shakespeare's Midsummer Night's Dream, and a girl from the group discovers him. The students accept him into their group, offering him a part in the play as well. One night, three young men try to destroy the props for the theatrical performance, and Giannis tries to stop them, ending up back in prison. The students manage to get him out of jail, and he embarks on a ship and leaves far away.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rakesh is an unemployed youngster who turns to a master gambler for existence. But even after getting rich he values morals than money. But slowly he feels that he is being used by a rich woman. Rakesh is now forced to question whether he chose the right way to get rich.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"This romantic and grandiose historical film depicts the era of the constant incursions and heroic battles fought by the defenders of the castle of Eger, led by captain István Dobó, against the heavy odds of superior numbers through the lives and love of Bornemissza Gergely and Cecey Éva. Gergely is inaugurated as a fighter already at the age of 7, when he escapes the captivity of the half-eyed Turk, Jumurdzsak, with Vica and the war-booty. In thirty years' time he becomes the first assistant of captain Dobó and the brain of the castle in the defence of Eger.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chen Miao is a bubbly but uncouth 25-year-old woman who was brought up without manners by her loving but negligent and equally uncouth father. When her paths cross with Wei Dong, the son of a wealthy family headed by a notable judge, her life turns upside down. She falls in love with him at first sight, although he doesn’t really know what to make of her. Unfortunately, due to her father’s carelessness in causing a fire that damages the Weis’ property, she gets off on the wrong foot with Wei Dong and his family – and ends up having to work as the family’s maid.  Chen Miao hopes to win Wei Dong’s heart. The rest of the family is horrified by her lack of manners and hatches a plan to engineer a relationship between Wei Dong and a “more suitable” young woman from a similarly wealthy family. Chen Miao tries to change her tactics by adopting “polite” ways – creating more awkwardness. Despite all this, Wei Dong starts to wonder if he is falling for her unconventional charms!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jane and Laurie are sisters who couldn't be more different. Laurie is tormented by a dramatic car accident with scars on her leg and lives with complexes in seclusion in her father's house. Jane, on the other hand, is perky and confident, yet jealous of her sister because she has her father's full attention. Laurie's life changes from the day the gorgeous William walks into her life. It's love at first sight...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A stylish comedy swashbuckler mixing romance, masterful swordplay, political treachery, and 20th-Century pratfalls in 17th-Century France, this film was a pilot for an unrealized series.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A palace steward conspires with bandits to kidnap an infant czar's son and an orphan adopted by the czar, replacing the prince with the steward's son. Two decades later the true prince and his foster brother are slaves in a quarry, the changeling grew up as a prince, and his mother has been elevated to the highest position in the state for ""saving"" the prince, but losing her own child. Then the brothers escape, the changeling prince departs to fight an immortal wizard and vanishes, and the brothers have to deal with the wizard. Which includes stealing a bird-woman from a Mid-Eastern khan and figuring where the wizard's death is.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dr. Siddharth Sinha is a dedicated selfless doctor who dreams of building a state-of-the-art hospital with all the modern instruments and amenities for patient care . His foster son Akash shares his dream . Akash falls in love with Neha Mathur , an anaesthetist in the same hospital . In a friend's party , Akash meets Sonia who is a spoilt daughter of a millionaire Gulshan Kapoor . Sonia develops an infatuation for Akash . Gulshan Kapoor proposes to Dr. Siddharth Sinha that he will donate a big sum of money to his hospital , on the condition that Akash marries Sonia . Dr. Siddharth Sinha declines but dies of a heart attack a few days later . Burdened with fulfilling his father's dream , Akash decides to marry Sonia sacrificing his own love . But even after marriage Sonia is jealous of Neha and constantly accuses Akash of infidelity which leaves him in a dilemma , torn between two women .",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
